,Year,Distance,Gender,Rank,DistancesCategory,Result,Stroke_Backstroke,Stroke_Breaststroke,Stroke_Butterfly,Stroke_Freestyle,Stroke_Individual medley
2082,1980,100,1,4,0,65,0,1,0,0,0
2083,1980,100,0,1,0,70,0,1,0,0,0
2084,1980,100,0,2,0,70,0,1,0,0,0
2085,1980,100,0,3,0,71,0,1,0,0,0
2086,1980,100,0,4,0,71,0,1,0,0,0
2087,1980,100,0,4,0,71,0,1,0,0,0
2088,1980,100,0,4,0,72,0,1,0,0,0
2089,1980,100,0,4,0,72,0,1,0,0,0
2090,1980,100,0,4,0,72,0,1,0,0,0
2091,1980,100,1,1,0,54,0,0,1,0,0
2092,1980,100,1,2,0,54,0,0,1,0,0
2093,1980,100,1,3,0,55,0,0,1,0,0
2094,1980,100,1,4,0,55,0,0,1,0,0
2095,1980,100,1,4,0,55,0,0,1,0,0
2096,1980,100,1,4,0,55,0,0,1,0,0
2097,1980,100,1,4,0,55,0,0,1,0,0
2098,1980,100,1,4,0,55,0,0,1,0,0
2099,1980,100,0,1,0,60,0,0,1,0,0
2100,1980,100,0,2,0,60,0,0,1,0,0
2101,1980,100,0,3,0,61,0,0,1,0,0
2102,1980,100,0,4,0,62,0,0,1,0,0
2103,1980,100,0,4,0,62,0,0,1,0,0
2104,1980,100,0,4,0,62,0,0,1,0,0
2105,1980,100,0,4,0,62,0,0,1,0,0
2106,1980,100,0,4,0,62,0,0,1,0,0
2107,1980,100,1,1,0,50,0,0,0,1,0
2108,1980,100,1,2,0,50,0,0,0,1,0
2109,1980,100,1,3,0,51,0,0,0,1,0
2110,1980,100,1,4,0,51,0,0,0,1,0
2111,1980,100,1,4,0,51,0,0,0,1,0
2112,1980,100,1,4,0,51,0,0,0,1,0
2113,1980,100,1,4,0,52,0,0,0,1,0
2114,1980,100,1,4,0,52,0,0,0,1,0
2115,1980,100,0,1,0,54,0,0,0,1,0
2116,1980,100,0,2,0,55,0,0,0,1,0
2117,1980,100,0,3,0,55,0,0,0,1,0
2118,1980,100,0,4,0,57,0,0,0,1,0
2119,1980,100,0,4,0,57,0,0,0,1,0
2120,1980,100,0,4,0,57,0,0,0,1,0
2121,1980,100,0,4,0,57,0,0,0,1,0
2122,1980,100,0,4,0,57,0,0,0,1,0
2123,1980,1500,1,1,3,898,0,0,0,1,0
2124,1980,1500,1,2,3,914,0,0,0,1,0
2125,1980,1500,1,3,3,914,0,0,0,1,0
2126,1980,1500,1,4,3,915,0,0,0,1,0
2127,1980,1500,1,4,3,921,0,0,0,1,0
2128,1980,1500,1,4,3,921,0,0,0,1,0
2129,1980,1500,1,4,3,926,0,0,0,1,0
2130,1980,1500,1,4,3,928,0,0,0,1,0
2131,1980,200,1,1,0,121,1,0,0,0,0
2132,1980,200,1,2,0,122,1,0,0,0,0
2133,1980,200,1,3,0,123,1,0,0,0,0
2134,1980,200,1,4,0,123,1,0,0,0,0
2135,1980,200,1,4,0,123,1,0,0,0,0
2136,1980,200,1,4,0,124,1,0,0,0,0
2137,1980,200,1,4,0,124,1,0,0,0,0
2138,1980,200,1,4,0,126,1,0,0,0,0
2139,1980,200,0,1,0,131,1,0,0,0,0
2140,1980,200,0,2,0,133,1,0,0,0,0
2141,1980,200,0,3,0,134,1,0,0,0,0
2142,1980,200,0,4,0,135,1,0,0,0,0
2143,1980,200,0,4,0,135,1,0,0,0,0
2144,1980,200,0,4,0,136,1,0,0,0,0
2145,1980,200,0,4,0,136,1,0,0,0,0
2146,1980,200,0,4,0,137,1,0,0,0,0
2147,1980,200,1,1,0,135,0,1,0,0,0
2148,1980,200,1,2,0,136,0,1,0,0,0
2149,1980,200,1,3,0,137,0,1,0,0,0
2150,1980,200,1,4,0,139,0,1,0,0,0
2151,1980,200,1,4,0,139,0,1,0,0,0
2152,1980,200,1,4,0,140,0,1,0,0,0
2153,1980,200,1,4,0,141,0,1,0,0,0
2154,1980,200,1,4,0,142,0,1,0,0,0
2155,1980,200,0,1,0,149,0,1,0,0,0
2156,1980,200,0,2,0,149,0,1,0,0,0
2157,1980,200,0,3,0,152,0,1,0,0,0
2158,1980,200,0,4,0,152,0,1,0,0,0
2159,1980,200,0,4,0,153,0,1,0,0,0
2160,1980,200,0,4,0,154,0,1,0,0,0
2161,1980,200,0,4,0,154,0,1,0,0,0
2162,1980,200,0,4,0,155,0,1,0,0,0
2163,1980,200,1,1,0,119,0,0,1,0,0
2164,1980,200,1,2,0,121,0,0,1,0,0
2165,1980,200,1,3,0,121,0,0,1,0,0
2166,1980,200,1,4,0,122,0,0,1,0,0
2167,1980,200,1,4,0,122,0,0,1,0,0
2168,1980,200,1,4,0,122,0,0,1,0,0
2169,1980,200,1,4,0,122,0,0,1,0,0
2170,1980,200,1,4,0,122,0,0,1,0,0
2171,1980,200,0,1,0,130,0,0,1,0,0
2172,1980,200,0,2,0,130,0,0,1,0,0
2173,1980,200,0,3,0,131,0,0,1,0,0
2174,1980,200,0,4,0,132,0,0,1,0,0
2175,1980,200,0,4,0,134,0,0,1,0,0
2176,1980,200,0,4,0,134,0,0,1,0,0
2177,1980,200,0,4,0,135,0,0,1,0,0
2178,1980,200,0,4,0,135,0,0,1,0,0
2179,1980,200,1,1,0,109,0,0,0,1,0
2180,1980,200,1,2,0,110,0,0,0,1,0
2181,1980,200,1,3,0,111,0,0,0,1,0
2182,1980,200,1,4,0,111,0,0,0,1,0
2183,1980,200,1,4,0,112,0,0,0,1,0
2184,1980,200,1,4,0,112,0,0,0,1,0
2185,1980,200,1,4,0,112,0,0,0,1,0
2186,1980,200,1,4,0,113,0,0,0,1,0
2187,1980,200,0,1,0,118,0,0,0,1,0
2188,1980,200,0,2,0,119,0,0,0,1,0
2189,1980,200,0,3,0,121,0,0,0,1,0
2190,1980,200,0,4,0,122,0,0,0,1,0
2191,1980,200,0,4,0,122,0,0,0,1,0
2192,1980,200,0,4,0,123,0,0,0,1,0
2193,1980,200,0,4,0,123,0,0,0,1,0
2194,1980,200,0,4,0,124,0,0,0,1,0
2195,1980,400,1,1,0,231,0,0,0,1,0
2196,1980,400,1,2,0,233,0,0,0,1,0
2197,1980,400,1,3,0,233,0,0,0,1,0
2198,1980,400,1,4,0,234,0,0,0,1,0
2199,1980,400,1,4,0,235,0,0,0,1,0
2200,1980,400,1,4,0,236,0,0,0,1,0
2201,1980,400,1,4,0,236,0,0,0,1,0
2202,1980,400,1,4,0,237,0,0,0,1,0
2203,1980,400,0,1,0,248,0,0,0,1,0
2204,1980,400,0,2,0,249,0,0,0,1,0
2205,1980,400,0,3,0,250,0,0,0,1,0
2206,1980,400,0,4,0,251,0,0,0,1,0
2207,1980,400,0,4,0,254,0,0,0,1,0
2208,1980,400,0,4,0,255,0,0,0,1,0
2209,1980,400,0,4,0,255,0,0,0,1,0
2210,1980,400,0,4,0,259,0,0,0,1,0
2211,1980,400,1,1,0,262,0,0,0,0,1
2212,1980,400,1,2,0,263,0,0,0,0,1
2213,1980,400,1,3,0,264,0,0,0,0,1
2214,1980,400,1,4,0,264,0,0,0,0,1
2215,1980,400,1,4,0,266,0,0,0,0,1
2216,1980,400,1,4,0,266,0,0,0,0,1
2217,1980,400,1,4,0,268,0,0,0,0,1
2218,1980,400,1,4,0,269,0,0,0,0,1
2219,1980,400,0,1,0,276,0,0,0,0,1
2220,1980,400,0,2,0,286,0,0,0,0,1
2221,1980,400,0,3,0,288,0,0,0,0,1
2222,1980,400,0,4,0,288,0,0,0,0,1
2223,1980,400,0,4,0,289,0,0,0,0,1
2224,1980,400,0,4,0,289,0,0,0,0,1
2225,1980,400,0,4,0,290,0,0,0,0,1
2226,1980,400,0,4,0,293,0,0,0,0,1
2227,1980,800,0,1,1,508,0,0,0,1,0
2228,1980,800,0,2,1,512,0,0,0,1,0
2229,1980,800,0,3,1,513,0,0,0,1,0
2230,1980,800,0,4,1,518,0,0,0,1,0
2231,1980,800,0,4,1,522,0,0,0,1,0
2232,1980,800,0,4,1,524,0,0,0,1,0
2233,1980,800,0,4,1,525,0,0,0,1,0
2234,1980,800,0,4,1,526,0,0,0,1,0
2235,1976,100,1,1,0,55,1,0,0,0,0
2236,1976,100,1,2,0,56,1,0,0,0,0
2237,1976,100,1,3,0,57,1,0,0,0,0
2238,1976,100,1,4,0,57,1,0,0,0,0
2239,1976,100,1,4,0,57,1,0,0,0,0
2240,1976,100,1,4,0,57,1,0,0,0,0
2241,1976,100,1,4,0,57,1,0,0,0,0
2242,1976,100,1,4,0,58,1,0,0,0,0
2243,1976,100,0,1,0,61,1,0,0,0,0
2244,1976,100,0,2,0,63,1,0,0,0,0
2245,1976,100,0,3,0,63,1,0,0,0,0
2246,1976,100,0,4,0,63,1,0,0,0,0
2247,1976,100,0,4,0,65,1,0,0,0,0
2248,1976,100,0,4,0,65,1,0,0,0,0
2249,1976,100,0,4,0,65,1,0,0,0,0
2250,1976,100,0,4,0,65,1,0,0,0,0
2251,1976,100,1,1,0,63,0,1,0,0,0
2252,1976,100,1,2,0,63,0,1,0,0,0
2253,1976,100,1,3,0,64,0,1,0,0,0
2254,1976,100,1,4,0,64,0,1,0,0,0
2255,1976,100,1,4,0,64,0,1,0,0,0
2256,1976,100,1,4,0,64,0,1,0,0,0
2257,1976,100,1,4,0,64,0,1,0,0,0
2258,1976,100,1,4,0,65,0,1,0,0,0
2259,1976,100,0,1,0,71,0,1,0,0,0
2260,1976,100,0,2,0,73,0,1,0,0,0
2261,1976,100,0,3,0,73,0,1,0,0,0
2262,1976,100,0,4,0,73,0,1,0,0,0
2263,1976,100,0,4,0,74,0,1,0,0,0
2264,1976,100,0,4,0,74,0,1,0,0,0
2265,1976,100,0,4,0,74,0,1,0,0,0
2266,1976,100,0,4,0,74,0,1,0,0,0
2267,1976,100,1,1,0,54,0,0,1,0,0
2268,1976,100,1,2,0,54,0,0,1,0,0
2269,1976,100,1,3,0,54,0,0,1,0,0
2270,1976,100,1,4,0,55,0,0,1,0,0
2271,1976,100,1,4,0,55,0,0,1,0,0
2272,1976,100,1,4,0,55,0,0,1,0,0
2273,1976,100,1,4,0,56,0,0,1,0,0
2274,1976,100,1,4,0,56,0,0,1,0,0
2275,1976,100,0,1,0,60,0,0,1,0,0
2276,1976,100,0,2,0,60,0,0,1,0,0
2277,1976,100,0,3,0,61,0,0,1,0,0
2278,1976,100,0,4,0,61,0,0,1,0,0
2279,1976,100,0,4,0,61,0,0,1,0,0
2280,1976,100,0,4,0,61,0,0,1,0,0
2281,1976,100,0,4,0,61,0,0,1,0,0
2282,1976,100,0,4,0,62,0,0,1,0,0
2283,1976,100,1,1,0,49,0,0,0,1,0
2284,1976,100,1,2,0,50,0,0,0,1,0
2285,1976,100,1,3,0,51,0,0,0,1,0
2286,1976,100,1,4,0,51,0,0,0,1,0
2287,1976,100,1,4,0,51,0,0,0,1,0
2288,1976,100,1,4,0,51,0,0,0,1,0
2289,1976,100,1,4,0,52,0,0,0,1,0
2290,1976,100,1,4,0,52,0,0,0,1,0
2291,1976,100,0,1,0,55,0,0,0,1,0
2292,1976,100,0,2,0,56,0,0,0,1,0
2293,1976,100,0,3,0,56,0,0,0,1,0
2294,1976,100,0,4,0,56,0,0,0,1,0
2295,1976,100,0,4,0,56,0,0,0,1,0
2296,1976,100,0,4,0,56,0,0,0,1,0
2297,1976,100,0,4,0,57,0,0,0,1,0
2298,1976,100,0,4,0,57,0,0,0,1,0
2299,1976,1500,1,1,3,902,0,0,0,1,0
2300,1976,1500,1,2,3,903,0,0,0,1,0
2301,1976,1500,1,3,3,904,0,0,0,1,0
2302,1976,1500,1,4,3,919,0,0,0,1,0
2303,1976,1500,1,4,3,929,0,0,0,1,0
2304,1976,1500,1,4,3,931,0,0,0,1,0
2305,1976,1500,1,4,3,932,0,0,0,1,0
2306,1976,1500,1,4,3,945,0,0,0,1,0
2307,1976,200,1,1,0,119,1,0,0,0,0
2308,1976,200,1,2,0,120,1,0,0,0,0
2309,1976,200,1,3,0,121,1,0,0,0,0
2310,1976,200,1,4,0,123,1,0,0,0,0
2311,1976,200,1,4,0,124,1,0,0,0,0
2312,1976,200,1,4,0,125,1,0,0,0,0
2313,1976,200,1,4,0,127,1,0,0,0,0
2314,1976,200,1,4,0,128,1,0,0,0,0
2315,1976,200,0,1,0,133,1,0,0,0,0
2316,1976,200,0,2,0,134,1,0,0,0,0
2317,1976,200,0,3,0,135,1,0,0,0,0
2318,1976,200,0,4,0,136,1,0,0,0,0
2319,1976,200,0,4,0,137,1,0,0,0,0
2320,1976,200,0,4,0,137,1,0,0,0,0
2321,1976,200,0,4,0,137,1,0,0,0,0
2322,1976,200,0,4,0,137,1,0,0,0,0
2323,1976,200,1,1,0,135,0,1,0,0,0
2324,1976,200,1,2,0,137,0,1,0,0,0
2325,1976,200,1,3,0,139,0,1,0,0,0
2326,1976,200,1,4,0,139,0,1,0,0,0
2327,1976,200,1,4,0,140,0,1,0,0,0
2328,1976,200,1,4,0,141,0,1,0,0,0
2329,1976,200,1,4,0,142,0,1,0,0,0
2330,1976,200,1,4,0,142,0,1,0,0,0
2331,1976,200,0,1,0,153,0,1,0,0,0
2332,1976,200,0,2,0,156,0,1,0,0,0
2333,1976,200,0,3,0,156,0,1,0,0,0
2334,1976,200,0,4,0,156,0,1,0,0,0
2335,1976,200,0,4,0,156,0,1,0,0,0
2336,1976,200,0,4,0,158,0,1,0,0,0
2337,1976,200,0,4,0,158,0,1,0,0,0
2338,1976,200,0,4,0,159,0,1,0,0,0
2339,1976,200,1,1,0,119,0,0,1,0,0
2340,1976,200,1,2,0,119,0,0,1,0,0
2341,1976,200,1,3,0,119,0,0,1,0,0
2342,1976,200,1,4,0,120,0,0,1,0,0
2343,1976,200,1,4,0,120,0,0,1,0,0
2344,1976,200,1,4,0,121,0,0,1,0,0
2345,1976,200,1,4,0,121,0,0,1,0,0
2346,1976,200,1,4,0,124,0,0,1,0,0
2347,1976,200,0,1,0,131,0,0,1,0,0
2348,1976,200,0,2,0,132,0,0,1,0,0
2349,1976,200,0,3,0,132,0,0,1,0,0
2350,1976,200,0,4,0,132,0,0,1,0,0
2351,1976,200,0,4,0,133,0,0,1,0,0
2352,1976,200,0,4,0,133,0,0,1,0,0
2353,1976,200,0,4,0,134,0,0,1,0,0
2354,1976,200,0,4,0,134,0,0,1,0,0
2355,1976,200,1,1,0,110,0,0,0,1,0
2356,1976,200,1,2,0,110,0,0,0,1,0
2357,1976,200,1,3,0,110,0,0,0,1,0
2358,1976,200,1,4,0,110,0,0,0,1,0
2359,1976,200,1,4,0,111,0,0,0,1,0
2360,1976,200,1,4,0,111,0,0,0,1,0
2361,1976,200,1,4,0,112,0,0,0,1,0
2362,1976,200,1,4,0,113,0,0,0,1,0
2363,1976,200,0,1,0,119,0,0,0,1,0
2364,1976,200,0,2,0,121,0,0,0,1,0
2365,1976,200,0,3,0,121,0,0,0,1,0
2366,1976,200,0,4,0,122,0,0,0,1,0
2367,1976,200,0,4,0,123,0,0,0,1,0
2368,1976,200,0,4,0,124,0,0,0,1,0
2369,1976,200,0,4,0,124,0,0,0,1,0
2370,1976,200,0,4,0,125,0,0,0,1,0
2371,1976,400,1,1,0,231,0,0,0,1,0
2372,1976,400,1,2,0,232,0,0,0,1,0
2373,1976,400,1,3,0,235,0,0,0,1,0
2374,1976,400,1,4,0,237,0,0,0,1,0
2375,1976,400,1,4,0,237,0,0,0,1,0
2376,1976,400,1,4,0,237,0,0,0,1,0
2377,1976,400,1,4,0,240,0,0,0,1,0
2378,1976,400,1,4,0,260,0,0,0,1,0
2379,1976,400,0,1,0,249,0,0,0,1,0
2380,1976,400,0,2,0,250,0,0,0,1,0
2381,1976,400,0,3,0,254,0,0,0,1,0
2382,1976,400,0,4,0,254,0,0,0,1,0
2383,1976,400,0,4,0,255,0,0,0,1,0
2384,1976,400,0,4,0,257,0,0,0,1,0
2385,1976,400,0,4,0,257,0,0,0,1,0
2386,1976,400,0,4,0,260,0,0,0,1,0
2387,1976,400,1,1,0,263,0,0,0,0,1
2388,1976,400,1,2,0,264,0,0,0,0,1
2389,1976,400,1,3,0,266,0,0,0,0,1
2390,1976,400,1,4,0,267,0,0,0,0,1
2391,1976,400,1,4,0,268,0,0,0,0,1
2392,1976,400,1,4,0,269,0,0,0,0,1
2393,1976,400,1,4,0,269,0,0,0,0,1
2394,1976,400,1,4,0,274,0,0,0,0,1
2395,1976,400,0,1,0,282,0,0,0,0,1
2396,1976,400,0,2,0,288,0,0,0,0,1
2397,1976,400,0,3,0,290,0,0,0,0,1
2398,1976,400,0,4,0,292,0,0,0,0,1
2399,1976,400,0,4,0,293,0,0,0,0,1
2400,1976,400,0,4,0,295,0,0,0,0,1
2401,1976,400,0,4,0,300,0,0,0,0,1
2402,1976,400,0,4,0,300,0,0,0,0,1
2403,1976,800,0,1,1,517,0,0,0,1,0
2404,1976,800,0,2,1,517,0,0,0,1,0
2405,1976,800,0,3,1,522,0,0,0,1,0
2406,1976,800,0,4,1,527,0,0,0,1,0
2407,1976,800,0,4,1,527,0,0,0,1,0
2408,1976,800,0,4,1,528,0,0,0,1,0
2409,1976,800,0,4,1,530,0,0,0,1,0
2410,1976,800,0,4,1,532,0,0,0,1,0
2411,1972,100,1,2,0,56,1,0,0,0,0
2412,1972,100,1,3,0,57,1,0,0,0,0
2413,1972,100,1,4,0,58,1,0,0,0,0
2414,1972,100,1,4,0,58,1,0,0,0,0
2415,1972,100,1,4,0,59,1,0,0,0,0
2416,1972,100,1,4,0,59,1,0,0,0,0
2417,1972,100,1,4,0,59,1,0,0,0,0
2418,1972,100,1,1,0,60,1,0,0,0,0
2419,1972,100,0,1,0,65,1,0,0,0,0
2420,1972,100,0,2,0,66,1,0,0,0,0
2421,1972,100,0,3,0,66,1,0,0,0,0
2422,1972,100,0,4,0,66,1,0,0,0,0
2423,1972,100,0,4,0,66,1,0,0,0,0
2424,1972,100,0,4,0,66,1,0,0,0,0
2425,1972,100,0,4,0,67,1,0,0,0,0
2426,1972,100,0,4,0,67,1,0,0,0,0
2427,1972,100,1,1,0,64,0,1,0,0,0
2428,1972,100,1,2,0,65,0,1,0,0,0
2429,1972,100,1,3,0,65,0,1,0,0,0
2430,1972,100,1,4,0,66,0,1,0,0,0
2431,1972,100,1,4,0,66,0,1,0,0,0
2432,1972,100,1,4,0,66,0,1,0,0,0
2433,1972,100,1,4,0,66,0,1,0,0,0
2434,1972,100,1,4,0,66,0,1,0,0,0
2435,1972,100,0,1,0,73,0,1,0,0,0
2436,1972,100,0,2,0,74,0,1,0,0,0
2437,1972,100,0,3,0,75,0,1,0,0,0
2438,1972,100,0,4,0,76,0,1,0,0,0
2439,1972,100,0,4,0,76,0,1,0,0,0
2440,1972,100,0,4,0,77,0,1,0,0,0
2441,1972,100,0,4,0,77,0,1,0,0,0
2442,1972,100,0,4,0,77,0,1,0,0,0
2443,1972,100,1,1,0,54,0,0,1,0,0
2444,1972,100,1,2,0,55,0,0,1,0,0
2445,1972,100,1,3,0,55,0,0,1,0,0
2446,1972,100,1,4,0,55,0,0,1,0,0
2447,1972,100,1,4,0,56,0,0,1,0,0
2448,1972,100,1,4,0,57,0,0,1,0,0
2449,1972,100,1,4,0,57,0,0,1,0,0
2450,1972,100,1,4,0,57,0,0,1,0,0
2451,1972,100,0,1,0,63,0,0,1,0,0
2452,1972,100,0,2,0,63,0,0,1,0,0
2453,1972,100,0,3,0,63,0,0,1,0,0
2454,1972,100,0,4,0,63,0,0,1,0,0
2455,1972,100,0,4,0,63,0,0,1,0,0
2456,1972,100,0,4,0,64,0,0,1,0,0
2457,1972,100,0,4,0,64,0,0,1,0,0
2458,1972,100,0,4,0,64,0,0,1,0,0
2459,1972,100,1,1,0,51,0,0,0,1,0
2460,1972,100,1,2,0,51,0,0,0,1,0
2461,1972,100,1,3,0,51,0,0,0,1,0
2462,1972,100,1,4,0,52,0,0,0,1,0
2463,1972,100,1,4,0,52,0,0,0,1,0
2464,1972,100,1,4,0,52,0,0,0,1,0
2465,1972,100,1,4,0,52,0,0,0,1,0
2466,1972,100,1,4,0,52,0,0,0,1,0
2467,1972,100,0,3,0,58,0,0,0,1,0
2468,1972,100,0,4,0,59,0,0,0,1,0
2469,1972,100,0,4,0,59,0,0,0,1,0
2470,1972,100,0,4,0,59,0,0,0,1,0
2471,1972,100,0,4,0,59,0,0,0,1,0
2472,1972,100,0,4,0,59,0,0,0,1,0
2473,1972,100,0,1,0,60,0,0,0,1,0
2474,1972,100,0,2,0,60,0,0,0,1,0
2475,1972,1500,1,1,3,952,0,0,0,1,0
2476,1972,1500,1,2,3,958,0,0,0,1,0
2477,1972,1500,1,3,3,969,0,0,0,1,0
2478,1972,1500,1,4,3,976,0,0,0,1,0
2479,1972,1500,1,4,3,977,0,0,0,1,0
2480,1972,1500,1,4,3,978,0,0,0,1,0
2481,1972,1500,1,4,3,990,0,0,0,1,0
2482,1972,1500,1,4,3,996,0,0,0,1,0
2483,1972,200,1,1,0,122,1,0,0,0,0
2484,1972,200,1,2,0,124,1,0,0,0,0
2485,1972,200,1,3,0,124,1,0,0,0,0
2486,1972,200,1,4,0,126,1,0,0,0,0
2487,1972,200,1,4,0,127,1,0,0,0,0
2488,1972,200,1,4,0,128,1,0,0,0,0
2489,1972,200,1,4,0,130,1,0,0,0,0
2490,1972,200,1,4,0,131,1,0,0,0,0
2491,1972,200,0,1,0,139,1,0,0,0,0
2492,1972,200,0,2,0,140,1,0,0,0,0
2493,1972,200,0,3,0,143,1,0,0,0,0
2494,1972,200,0,4,0,143,1,0,0,0,0
2495,1972,200,0,4,0,143,1,0,0,0,0
2496,1972,200,0,4,0,143,1,0,0,0,0
2497,1972,200,0,4,0,144,1,0,0,0,0
2498,1972,200,0,4,0,145,1,0,0,0,0
2499,1972,200,1,1,0,141,0,1,0,0,0
2500,1972,200,1,2,0,143,0,1,0,0,0
2501,1972,200,1,3,0,143,0,1,0,0,0
2502,1972,200,1,4,0,144,0,1,0,0,0
2503,1972,200,1,4,0,146,0,1,0,0,0
2504,1972,200,1,4,0,146,0,1,0,0,0
2505,1972,200,1,4,0,147,0,1,0,0,0
2506,1972,200,1,4,0,147,0,1,0,0,0
2507,1972,200,0,1,0,161,0,1,0,0,0
2508,1972,200,0,2,0,162,0,1,0,0,0
2509,1972,200,0,3,0,162,0,1,0,0,0
2510,1972,200,0,4,0,162,0,1,0,0,0
2511,1972,200,0,4,0,163,0,1,0,0,0
2512,1972,200,0,4,0,163,0,1,0,0,0
2513,1972,200,0,4,0,164,0,1,0,0,0
2514,1972,200,0,4,0,165,0,1,0,0,0
2515,1972,200,1,1,0,120,0,0,1,0,0
2516,1972,200,1,2,0,122,0,0,1,0,0
2517,1972,200,1,3,0,123,0,0,1,0,0
2518,1972,200,1,4,0,124,0,0,1,0,0
2519,1972,200,1,4,0,124,0,0,1,0,0
2520,1972,200,1,4,0,124,0,0,1,0,0
2521,1972,200,1,4,0,125,0,0,1,0,0
2522,1972,200,1,4,0,125,0,0,1,0,0
2523,1972,200,0,1,0,135,0,0,1,0,0
2524,1972,200,0,2,0,136,0,0,1,0,0
2525,1972,200,0,3,0,136,0,0,1,0,0
2526,1972,200,0,4,0,137,0,0,1,0,0
2527,1972,200,0,4,0,139,0,0,1,0,0
2528,1972,200,0,4,0,140,0,0,1,0,0
2529,1972,200,0,4,0,141,0,0,1,0,0
2530,1972,200,0,4,0,142,0,0,1,0,0
2531,1972,200,1,1,0,112,0,0,0,1,0
2532,1972,200,1,2,0,113,0,0,0,1,0
2533,1972,200,1,3,0,113,0,0,0,1,0
2534,1972,200,1,4,0,114,0,0,0,1,0
2535,1972,200,1,4,0,114,0,0,0,1,0
2536,1972,200,1,4,0,115,0,0,0,1,0
2537,1972,200,1,4,0,117,0,0,0,1,0
2538,1972,200,1,4,0,117,0,0,0,1,0
2539,1972,200,0,1,0,123,0,0,0,1,0
2540,1972,200,0,2,0,124,0,0,0,1,0
2541,1972,200,0,3,0,124,0,0,0,1,0
2542,1972,200,0,4,0,125,0,0,0,1,0
2543,1972,200,0,4,0,126,0,0,0,1,0
2544,1972,200,0,4,0,128,0,0,0,1,0
2545,1972,200,0,4,0,129,0,0,0,1,0
2546,1972,200,0,4,0,131,0,0,0,1,0
2547,1972,200,1,1,0,127,0,0,0,0,1
2548,1972,200,1,2,0,128,0,0,0,0,1
2549,1972,200,1,3,0,128,0,0,0,0,1
2550,1972,200,1,4,0,128,0,0,0,0,1
2551,1972,200,1,4,0,129,0,0,0,0,1
2552,1972,200,1,4,0,131,0,0,0,0,1
2553,1972,200,1,4,0,131,0,0,0,0,1
2554,1972,200,1,4,0,133,0,0,0,0,1
2555,1972,200,0,1,0,143,0,0,0,0,1
2556,1972,200,0,2,0,143,0,0,0,0,1
2557,1972,200,0,3,0,144,0,0,0,0,1
2558,1972,200,0,4,0,144,0,0,0,0,1
2559,1972,200,0,4,0,144,0,0,0,0,1
2560,1972,200,0,4,0,145,0,0,0,0,1
2561,1972,200,0,4,0,146,0,0,0,0,1
2562,1972,200,0,4,0,147,0,0,0,0,1
2563,1972,400,1,1,0,240,0,0,0,1,0
2564,1972,400,1,2,0,241,0,0,0,1,0
2565,1972,400,1,3,0,242,0,0,0,1,0
2566,1972,400,1,4,0,242,0,0,0,1,0
2567,1972,400,1,4,0,246,0,0,0,1,0
2568,1972,400,1,4,0,246,0,0,0,1,0
2569,1972,400,1,4,0,246,0,0,0,1,0
2570,1972,400,0,1,0,259,0,0,0,1,0
2571,1972,400,0,2,0,262,0,0,0,1,0
2572,1972,400,0,3,0,263,0,0,0,1,0
2573,1972,400,0,4,0,263,0,0,0,1,0
2574,1972,400,0,4,0,264,0,0,0,1,0
2575,1972,400,0,4,0,264,0,0,0,1,0
2576,1972,400,0,4,0,269,0,0,0,1,0
2577,1972,400,0,4,0,271,0,0,0,1,0
2578,1972,400,1,1,0,271,0,0,0,0,1
2579,1972,400,1,1,0,271,0,0,0,0,1
2580,1972,400,1,3,0,272,0,0,0,0,1
2581,1972,400,1,4,0,275,0,0,0,0,1
2582,1972,400,1,4,0,277,0,0,0,0,1
2583,1972,400,1,4,0,277,0,0,0,0,1
2584,1972,400,1,4,0,280,0,0,0,0,1
2585,1972,400,1,4,0,280,0,0,0,0,1
2586,1972,400,0,1,0,302,0,0,0,0,1
2587,1972,400,0,2,0,303,0,0,0,0,1
2588,1972,400,0,3,0,303,0,0,0,0,1
2589,1972,400,0,4,0,305,0,0,0,0,1
2590,1972,400,0,4,0,306,0,0,0,0,1
2591,1972,400,0,4,0,309,0,0,0,0,1
2592,1972,400,0,4,0,313,0,0,0,0,1
2593,1972,400,0,4,0,315,0,0,0,0,1
2594,1972,800,0,1,1,533,0,0,0,1,0
2595,1972,800,0,2,1,536,0,0,0,1,0
2596,1972,800,0,3,1,537,0,0,0,1,0
2597,1972,800,0,4,1,537,0,0,0,1,0
2598,1972,800,0,4,1,538,0,0,0,1,0
2599,1972,800,0,4,1,541,0,0,0,1,0
2600,1972,800,0,4,1,556,0,0,0,1,0
2601,1972,800,0,4,1,559,0,0,0,1,0
2602,1968,100,1,4,0,58,1,0,0,0,0
2603,1968,100,1,1,0,60,1,0,0,0,0
2604,1968,100,1,2,0,60,1,0,0,0,0
2605,1968,100,1,3,0,61,1,0,0,0,0
2606,1968,100,1,4,0,61,1,0,0,0,0
2607,1968,100,1,4,0,61,1,0,0,0,0
2608,1968,100,1,4,0,61,1,0,0,0,0
2609,1968,100,1,4,0,62,1,0,0,0,0
2610,1968,100,0,1,0,66,1,0,0,0,0
2611,1968,100,0,2,0,66,1,0,0,0,0
2612,1968,100,0,3,0,68,1,0,0,0,0
2613,1968,100,0,4,0,68,1,0,0,0,0
2614,1968,100,0,4,0,69,1,0,0,0,0
2615,1968,100,0,4,0,69,1,0,0,0,0
